,player_name,age,fee,transfer_period,season,Squad,player_code
6074,Thomas Mangani,35.0,0.0,Summer,2022/2023,Ajaccio,thomas-mangani87
6075,Fernand Mayembo,26.0,300000.0,Summer,2022/2023,Ajaccio,fernand-mayembo96
6083,Steve Mvoué,20.0,0.0,Summer,2022/2023,R.F.C. Seraing,steve-mvoue02
6085,Bafodé Diakité,21.0,3000000.0,Summer,2022/2023,Lille,bafode-diakite01
6086,Nathan Ngoumou,22.0,8000000.0,Summer,2022/2023,M'Gladbach,nathan-ngoumou00
6088,Gédéon Kalulu,24.0,0.0,Summer,2022/2023,Lorient,gedeon-kalulu97
6092,Mateusz Wieteska,25.0,1300000.0,Summer,2022/2023,Clermont Foot,mateusz-wieteska97
6096,Kévin Danois,18.0,0.0,Summer,2022/2023,Auxerre,kevin-danois04
6098,Gideon Mensah,24.0,0.0,Summer,2022/2023,Auxerre,gideon-mensah98
6100,Brayann Pereira,19.0,0.0,Summer,2022/2023,Auxerre,brayann-pereira03
6101,Denys Bain,29.0,0.0,Summer,2022/2023,Auxerre,denys-bain93
6102,Julian Jeanvier,30.0,0.0,Summer,2022/2023,Auxerre,julian-jeanvier92
6103,Youssouf M'Changama,31.0,0.0,Summer,2022/2023,Auxerre,youssouf-mchangama90
6104,M'Baye Niang,27.0,0.0,Summer,2022/2023,Auxerre,mbaye-niang94
6105,Rayan Raveloson,25.0,1750000.0,Summer,2022/2023,Auxerre,rayan-raveloson97
6106,Nuno Da Costa,31.0,2000000.0,Summer,2022/2023,Auxerre,nuno-da-costa91
6113,Kays Ruiz-Atil,19.0,0.0,Summer,2022/2023,Auxerre,kays-ruiz02
6114,Farès Chaïbi,19.0,0.0,Summer,2022/2023,Toulouse,fares-chaibi02
6116,Salis Abdul Samed,22.0,5000000.0,Summer,2022/2023,Lens,salis-abdul-samed00
6117,Mohamed Bayo,24.0,14000000.0,Summer,2022/2023,Lille,mohamed-lamine-bayo98
6123,Muhammed Cham,21.0,0.0,Summer,2022/2023,Clermont Foot,muhammed-cham00
6124,Baïla Diallo,21.0,0.0,Summer,2022/2023,Clermont Foot,baila-diallo01
6125,Maximiliano Caufriez,25.0,0.0,Summer,2022/2023,Clermont Foot,maximiliano-caufriez97
6128,Mehdi Zeffane,30.0,0.0,Summer,2022/2023,Clermont Foot,mehdi-zeffane92
6130,Maxime Gonalons,33.0,0.0,Summer,2022/2023,Clermont Foot,maxime-gonalons89
6131,Mory Diaw,29.0,0.0,Summer,2022/2023,Clermont Foot,mory-diaw93
6132,Souleymane Cissé,19.0,0.0,Summer,2022/2023,Clermont Foot,souleymane-cisse02
6133,Yanis Massolin,19.0,0.0,Summer,2022/2023,Clermont Foot,yanis-massolin02
6134,Komnen Andric,27.0,1000000.0,Summer,2022/2023,Clermont Foot,komnen-andric95
6136,Neto Borges,25.0,0.0,Summer,2022/2023,Clermont Foot,neto-borges96
6137,Cédric Hountondji,28.0,2000000.0,Summer,2022/2023,Angers,cedric-hountondji94
6138,Jérémie Bela,29.0,0.0,Summer,2022/2023,Clermont Foot,jeremie-bela93
6142,Oliver Zandén,20.0,1500000.0,Summer,2022/2023,Toulouse,oliver-zanden01
6143,Zakaria Aboukhlal,22.0,2000000.0,Summer,2022/2023,Toulouse,zakaria-aboukhlal00
6144,Thijs Dallinga,21.0,2500000.0,Summer,2022/2023,Toulouse,thijs-dallinga00
6145,Theocharis Tsingaras,22.0,300000.0,Summer,2022/2023,Toulouse,theocharis-tsingaras00
6151,Veljko Birmancevic,24.0,4099999.9999999995,Summer,2022/2023,Toulouse,veljko-birmancevic98
6156,Oriol Busquets,23.0,0.0,Summer,2022/2023,Arouca,oriol-busquets99
