,player_name,age,fee,transfer_period,season,Squad,player_code
4182,Jamie Bynoe-Gittens,17.0,0.0,Summer,2022/2023,Dortmund,jamie-bynoe-gittens04
4184,Tom Rothe,17.0,0.0,Summer,2022/2023,Dortmund,tom-rothe04
4185,Alexander Meyer,31.0,0.0,Summer,2022/2023,Dortmund,alexander-meyer91
4187,Niklas Süle,26.0,0.0,Summer,2022/2023,Dortmund,niklas-sule95
4191,Karim Adeyemi,20.0,30000000.0,Summer,2022/2023,Dortmund,karim-adeyemi02
4197,Corentin Tolisso,27.0,0.0,Summer,2022/2023,Lyon,corentin-tolisso94
4209,Grischa Prömel,27.0,0.0,Summer,2022/2023,Hoffenheim,grischa-promel95
4214,Lennart Moser,22.0,150000.0,Summer,2022/2023,Eupen,lennart-moser99
4215,Dominique Heintz,28.0,600000.0,Summer,2022/2023,Bochum,dominique-heintz93
4217,Marcus Ingvartsen,26.0,2300000.0,Summer,2022/2023,Mainz 05,marcus-ingvartsen96
4218,Taiwo Awoniyi,24.0,20500000.0,Summer,2022/2023,Nott'ham Forest,taiwo-awoniyi97
4223,Daniel-Kofi Kyereh,26.0,4500000.0,Summer,2022/2023,Freiburg,daniel-kyereh96
4225,Merlin Röhl,20.0,2900000.0,Summer,2022/2023,Freiburg,merlin-rohl02
4226,Denis Huseinbasic,20.0,50000.0,Summer,2022/2023,Köln,denis-huseinbasic01
4227,Nikola Soldo,21.0,500000.0,Summer,2022/2023,Köln,nikola-soldo01
4229,Eric Martel,20.0,1200000.0,Summer,2022/2023,Köln,eric-martel02
4230,Sargis Adamyan,29.0,1500000.0,Summer,2022/2023,Köln,sargis-adamyan93
4233,Ermedin Demirovic,24.0,0.0,Summer,2022/2023,Augsburg,ermedin-demirovic98
4235,Janik Haberer,28.0,0.0,Summer,2022/2023,Union Berlin,janik-haberer94
4237,Nico Schlotterbeck,22.0,20000000.0,Summer,2022/2023,Dortmund,nico-schlotterbeck99
4240,Robert Wagner,18.0,0.0,Summer,2022/2023,Freiburg,robert-wagner03
4241,Michael Gregoritsch,28.0,0.0,Summer,2022/2023,Freiburg,michael-gregoritsch94
4242,Matthias Ginter,28.0,0.0,Summer,2022/2023,Freiburg,matthias-ginter94
4244,Tymoteusz Puchacz,23.0,0.0,Summer,2022/2023,Union Berlin,tymoteusz-puchacz99
4249,Yvon Mvogo,28.0,0.0,Summer,2022/2023,Lorient,yvon-mvogo94
4253,Noah Ohio,19.0,1190000.0,Summer,2022/2023,Standard Liège,noah-ohio03
4256,Ademola Lookman,24.0,9000000.0,Summer,2022/2023,Atalanta,ademola-lookman97
4257,Nordi Mukiele,24.0,12000000.0,Summer,2022/2023,Paris S-G,nordi-mukiele97
4258,Brian Brobbey,20.0,16350000.000000002,Summer,2022/2023,Ajax,brian-brobbey02
4259,Hee-chan Hwang,26.0,16700000.0,Summer,2022/2023,Wolves,hwang-hee-chan96
4260,Tyler Adams,23.0,17000000.0,Summer,2022/2023,Leeds United,tyler-adams99
4267,Diogo Leite,23.0,500000.0,Summer,2022/2023,Union Berlin,diogo-leite99
4269,Lennart Grill,23.0,0.0,Summer,2022/2023,Union Berlin,lennart-grill99
4270,Paul Seguin,27.0,0.0,Summer,2022/2023,Union Berlin,paul-seguin95
4272,Danilho Doekhi,24.0,0.0,Summer,2022/2023,Union Berlin,danilho-doekhi98
4273,Tim Skarke,25.0,0.0,Summer,2022/2023,Union Berlin,tim-skarke96
4274,Milos Pantovic,25.0,0.0,Summer,2022/2023,Union Berlin,milos-pantovic96
4275,Morten Thorsby,26.0,3000000.0,Summer,2022/2023,Union Berlin,morten-thorsby96
4277,Jamie Leweling,21.0,4000000.0,Summer,2022/2023,Union Berlin,jamie-leweling01
4282,Angeliño,25.0,0.0,Summer,2022/2023,Hoffenheim,angelino97
4283,Ilaix Moriba,19.0,0.0,Summer,2022/2023,Valencia,ilaix-moriba03
4284,Marin Pongracic,24.0,0.0,Summer,2022/2023,Lecce,marin-pongracic97
4287,Julian Ryerson,25.0,5000000.0,Winter,2022/2023,Dortmund,julian-ryerson97
4288,Jérôme Roussillon,30.0,0.0,Winter,2022/2023,Union Berlin,jerome-roussillon93
4289,Aïssa Laïdouni,26.0,2600000.0,Winter,2022/2023,Union Berlin,aissa-laidouni96
4290,Josip Juranovic,27.0,8550000.0,Winter,2022/2023,Union Berlin,josip-juranovic95
4298,Patrick Pentz,26.0,0.0,Winter,2022/2023,Leverkusen,patrick-pentz97
4299,Noah Mbamba,18.0,0.0,Winter,2022/2023,Leverkusen,noah-mbamba05
4301,Thorgan Hazard,29.0,0.0,Winter,2022/2023,PSV Eindhoven,thorgan-hazard93
4303,Julien Duranville,16.0,8500000.0,Winter,2022/2023,Dortmund,julien-duranville06
4304,Marcel Sabitzer,28.0,0.0,Winter,2022/2023,Manchester Utd,marcel-sabitzer94
4307,João Cancelo,28.0,0.0,Winter,2022/2023,Bayern Munich,joao-cancelo94
4311,Brajan Gruda,18.0,0.0,Winter,2022/2023,Mainz 05,brajan-gruda04
4312,Andreas Hanche-Olsen,25.0,2500000.0,Winter,2022/2023,Mainz 05,andreas-hanche-olsen97
4314,Ondrej Duda,28.0,0.0,Winter,2022/2023,Hellas Verona,ondrej-duda94
4318,Davie Selke,27.0,0.0,Winter,2022/2023,Köln,davie-selke95
4319,Hugo Siquet,20.0,0.0,Winter,2022/2023,Cercle Brugge,hugo-siquet02
4322,Kenneth Schmidt,20.0,0.0,Winter,2022/2023,Freiburg,kenneth-schmidt02
4326,Arijon Ibrahimovic,17.0,0.0,Winter,2022/2023,Bayern Munich,arijon-ibrahimovic05
4327,Daley Blind,32.0,0.0,Winter,2022/2023,Bayern Munich,daley-blind90
4329,Dikeni Salifou,19.0,0.0,Summer,2022/2023,Werder Bremen,dikeni-rafid-salifou03
4330,Oliver Burke,25.0,0.0,Summer,2022/2023,Werder Bremen,oliver-burke97
4331,Lee Buchanan,21.0,0.0,Summer,2022/2023,Werder Bremen,lee-buchanan01
4332,Mitchell Weiser,28.0,0.0,Summer,2022/2023,Werder Bremen,mitchell-weiser94
4333,Jens Stage,25.0,4000000.0,Summer,2022/2023,Werder Bremen,jens-stage96
4334,Darko Churlinov,21.0,0.0,Summer,2022/2023,Stuttgart,darko-churlinov00
4347,Niklas Stark,27.0,0.0,Summer,2022/2023,Werder Bremen,niklas-stark95
4348,Amos Pieper,24.0,0.0,Summer,2022/2023,Werder Bremen,amos-pieper98
4376,Santiago Ascacíbar,25.0,0.0,Winter,2022/2023,Hertha BSC,santiago-ascacibar97
4377,Daishawn Redan,21.0,0.0,Winter,2022/2023,Hertha BSC,daishawn-redan01
4378,Tolga Cigerci,30.0,0.0,Winter,2022/2023,Hertha BSC,tolga-cigerci92
4381,Alexis Tibidi,19.0,2600000.0,Winter,2022/2023,Troyes,alexis-tibidi03
4386,Genki Haraguchi,31.0,1000000.0,Winter,2022/2023,Stuttgart,genki-haraguchi91
4387,Gil Dias,26.0,1000000.0,Winter,2022/2023,Stuttgart,gil-bastiao-dias96
4391,John Anthony Brooks,29.0,0.0,Winter,2022/2023,Hoffenheim,john-brooks93
4392,Deyovaisio Zeefuik,24.0,0.0,Winter,2022/2023,Hellas Verona,deyovaisio-zeefuik98
4399,Florent Mollet,31.0,1500000.0,Winter,2022/2023,Nantes,florent-mollet91
4401,Soichiro Kozuki,22.0,0.0,Winter,2022/2023,Schalke 04,soichiro-kozuki00
4403,Michael Frey,28.0,0.0,Winter,2022/2023,Schalke 04,michael-frey94
4404,Jere Uronen,28.0,0.0,Winter,2022/2023,Schalke 04,jere-uronen94
4405,Niklas Tauer,21.0,0.0,Winter,2022/2023,Schalke 04,niklas-tauer01
4408,Dodi Lukébakio,24.0,0.0,Summer,2022/2023,Hertha BSC,dodi-lukebakio97
4412,Florian Niederlechner,32.0,0.0,Winter,2022/2023,Hertha BSC,florian-niederlechner90
4414,Nicolas Cozza,24.0,0.0,Winter,2022/2023,Wolfsburg,nicolas-cozza99
4415,Luca Pellegrini,23.0,0.0,Winter,2022/2023,Juventus,luca-pellegrini99
4417,Philipp Max,29.0,0.0,Winter,2022/2023,Eint Frankfurt,philipp-max93
4419,Paxten Aaronson,19.0,4000000.0,Winter,2022/2023,Eint Frankfurt,paxten-aaronson03
4420,Rocco Reitz,20.0,0.0,Winter,2022/2023,Sint-Truiden,rocco-reitz02
4422,Yann Sommer,34.0,8000000.0,Winter,2022/2023,Bayern Munich,yann-sommer88
4428,Umut Tohumcu,18.0,0.0,Winter,2022/2023,Hoffenheim,umut-tohumcu04
4429,Thomas Delaney,31.0,0.0,Winter,2022/2023,Hoffenheim,thomas-delaney91
4431,Josip Brekalo,24.0,1500000.0,Winter,2022/2023,Fiorentina,josip-brekalo98
4434,David Colina,22.0,0.0,Winter,2022/2023,Augsburg,david-colina00
4437,Kelvin Yeboah,22.0,0.0,Winter,2022/2023,Augsburg,kelvin-yeboah00
4438,Nathanaël Mbuku,20.0,0.0,Winter,2022/2023,Augsburg,nathanael-mbuku02
4439,Arne Engels,19.0,0.0,Winter,2022/2023,Augsburg,arne-engels03
4440,Renato Veiga,19.0,0.0,Winter,2022/2023,Augsburg,renato-veiga03
4441,Irvin Cardona,25.0,0.0,Winter,2022/2023,Augsburg,irvin-cardona97
4442,Dion Beljo,20.0,3000000.0,Winter,2022/2023,Augsburg,dion-drena-beljo02
4443,Maximilian Philipp,28.0,0.0,Winter,2022/2023,Werder Bremen,maximilian-philipp94
4448,Pierre Kunde,27.0,0.0,Winter,2022/2023,Bochum,pierre-kunde95
4449,Keven Schlotterbeck,25.0,0.0,Winter,2022/2023,Bochum,keven-schlotterbeck97
4450,Moritz Broschinski,22.0,0.0,Winter,2022/2023,Bochum,moritz-broschinski00
4451,Amine Harit,25.0,0.0,Summer,2022/2023,Marseille,amine-harit97
4452,Myziane Maolida,23.0,0.0,Winter,2022/2023,Reims,myziane-maolida99
4455,Juan José Perea,22.0,2400000.0,Summer,2022/2023,Stuttgart,juan-perea00
4456,Luca Pfeiffer,25.0,2850000.0,Summer,2022/2023,Stuttgart,luca-pfeiffer96
4458,Josha Vagnoman,21.0,3500000.0,Summer,2022/2023,Stuttgart,josha-vagnoman00
4470,Ricardo Pepi,19.0,500000.0,Summer,2022/2023,Groningen,ricardo-pepi03
4472,Hiroki Ito,23.0,400000.0,Summer,2022/2023,Stuttgart,hiroki-ito99
4473,Alou Kuol,20.0,0.0,Summer,2022/2023,Stuttgart,alou-kuol00
4475,Laurin Ulrich,17.0,0.0,Summer,2022/2023,Stuttgart,lauren-ulrich05
4477,Mohamed Sankoh,18.0,0.0,Summer,2022/2023,Vitesse,mohamed-sankoh03
4481,Maxime Awoudja,24.0,0.0,Summer,2022/2023,Excelsior,maxime-awoudja98
4482,Philipp Förster,27.0,500000.0,Summer,2022/2023,Bochum,philipp-forster95
4486,Sasa Kalajdzic,25.0,18000000.0,Summer,2022/2023,Wolves,sasa-kalajdzic97
4492,Thomas Kastanaras,19.0,0.0,Summer,2022/2023,Stuttgart,thomas-kastanaras03
4497,Maxim Leitsch,24.0,3500000.0,Summer,2022/2023,Mainz 05,maxim-leitsch98
4498,Armel Bella-Kotchap,20.0,10000000.0,Summer,2022/2023,Southampton,armel-bella-kotchap01
4500,Ivan Ordets,30.0,0.0,Summer,2022/2023,Bochum,ivan-ordets92
4501,Tim Oermann,18.0,0.0,Summer,2022/2023,Bochum,tim-oermann03
4507,Jacek Goralski,29.0,0.0,Summer,2022/2023,Bochum,jacek-goralski92
4508,Jordi Osei-Tutu,23.0,0.0,Summer,2022/2023,Bochum,jordi-osei-tutu98
4514,Sebastian Polter,31.0,1500000.0,Summer,2022/2023,Schalke 04,sebastian-polter91
4516,Lukas Petkov,21.0,0.0,Summer,2022/2023,Augsburg,lukas-petkov00
4518,Aaron Zehnter,17.0,0.0,Summer,2022/2023,Augsburg,aaron-zehnter04
4522,Maximilian Bauer,22.0,0.0,Summer,2022/2023,Augsburg,maximilian-bauer00
4523,Mergim Berisha,24.0,300000.0,Summer,2022/2023,Augsburg,mergim-berisha98
4524,Elvis Rexhbecaj,24.0,1700000.0,Summer,2022/2023,Augsburg,elvis-rexhbecaj97
4536,Philipp Hofmann,29.0,0.0,Summer,2022/2023,Bochum,philipp-hofmann93
4539,Cédric Brunner,28.0,0.0,Summer,2022/2023,Schalke 04,cedric-brunner94
4540,Maya Yoshida,33.0,0.0,Summer,2022/2023,Schalke 04,maya-yoshida88
4541,Jordan Larsson,25.0,0.0,Summer,2022/2023,Schalke 04,jordan-larsson97
4542,Ibrahima Cissé,21.0,0.0,Summer,2022/2023,Schalke 04,ibrahima-cisse94
4547,Tom Krauß,21.0,600000.0,Summer,2022/2023,Schalke 04,tom-kraus01
4548,Tobias Mohr,26.0,1100000.0,Summer,2022/2023,Schalke 04,tobias-mohr95
4551,Thomas Ouwejan,25.0,2000000.0,Summer,2022/2023,Schalke 04,thomas-ouwejan96
4556,Kenan Karaman,28.0,0.0,Summer,2022/2023,Schalke 04,kenan-karaman94
4557,Leo Greiml,20.0,0.0,Summer,2022/2023,Schalke 04,leo-greiml01
4558,Sepp van den Berg,20.0,0.0,Summer,2022/2023,Schalke 04,sepp-van-den-berg01
4565,Rabbi Matondo,21.0,3000000.0,Summer,2022/2023,Rangers,rabbi-matondo00
4566,Ozan Kabak,22.0,5000000.0,Summer,2022/2023,Hoffenheim,ozan-kabak00
4568,Alex Kral,24.0,0.0,Summer,2022/2023,Schalke 04,alex-kral98
4571,Hamza Mendyl,24.0,0.0,Summer,2022/2023,Schalke 04,hamza-mendyl97
4579,Jonjoe Kenny,25.0,0.0,Summer,2022/2023,Hertha BSC,jonjoe-kenny97
4582,Chidera Ejuke,24.0,0.0,Summer,2022/2023,Hertha BSC,chidera-ejuke98
4583,Derry Scherhant,19.0,0.0,Summer,2022/2023,Hertha BSC,derry-scherhant02
4585,Julian Eitschberger,18.0,0.0,Summer,2022/2023,Hertha BSC,julian-eitschberger04
4586,Ivan Sunjic,25.0,0.0,Summer,2022/2023,Hertha BSC,ivan-sunjic96
4587,Filip Uremovic,25.0,0.0,Summer,2022/2023,Hertha BSC,filip-uremovic97
4590,Agustín Rogel,24.0,400000.0,Summer,2022/2023,Hertha BSC,agustin-rogel97
4591,Jessic Ngankam,21.0,2000000.0,Summer,2022/2023,Hertha BSC,jessic-ngankam00
4597,Wilfried Kanga,24.0,4000000.0,Summer,2022/2023,Hertha BSC,wilfried-kanga98
4599,Dedryck Boyata,31.0,2000000.0,Summer,2022/2023,Club Brugge,dedryck-boyata90
4603,Alexander Schwolow,30.0,300000.0,Summer,2022/2023,Schalke 04,alexander-schwolow92
4609,Jordan Torunarigha,24.0,3500000.0,Summer,2022/2023,Gent,jordan-torunarigha97
4611,Javairô Dilrosun,24.0,4000000.0,Summer,2022/2023,Feyenoord,javairo-dilrosun98
4612,Jurgen Ekkelenkamp,22.0,5000000.0,Summer,2022/2023,Antwerp,jurgen-ekkelenkamp00
4613,Arne Maier,23.0,5000000.0,Summer,2022/2023,Augsburg,arne-maier99
4622,Aimar Oroz,20.0,0.0,Summer,2022/2023,Osasuna,aimar-oroz01
4623,Pablo Ibáñez,23.0,0.0,Summer,2022/2023,Osasuna,pablo-ibanez98
4625,Aitor Fernández,31.0,0.0,Summer,2022/2023,Osasuna,aitor-fernandez91
4627,Manu Sánchez,21.0,200000.0,Summer,2022/2023,Osasuna,manu-sanchez00
4635,Uroš Račić,24.0,0.0,Summer,2022/2023,Braga,uros-racic98
4643,Axel Werner,26.0,0.0,Summer,2022/2023,Elche,axel-werner96
4647,Domingos Quina,22.0,0.0,Summer,2022/2023,Elche,domingos-quina99
4648,Carlos Clerc,30.0,0.0,Summer,2022/2023,Elche,carlos-clerc92
4649,Federico Fernández,33.0,0.0,Summer,2022/2023,Elche,federico-fernandez89
4650,Lautaro Blanco,23.0,1960000.0,Summer,2022/2023,Elche,lautaro-blanco99
4651,Roger Martí,31.0,3000000.0,Summer,2022/2023,Elche,roger-marti91
4653,Nicolás Fernández Mercau,22.0,4000000.0,Summer,2022/2023,Elche,nicolas-ezequiel-fernandez00
4662,Jasper Cillessen,33.0,1000000.0,Summer,2022/2023,NEC Nijmegen,jasper-cillessen89
4674,Julen Agirrezabala,21.0,0.0,Summer,2022/2023,Athletic Club,julen-agirrezabala00
4677,Gorka Guruzeta,25.0,0.0,Summer,2022/2023,Athletic Club,gorka-guruzeta96
4685,Iñigo Córdoba,25.0,0.0,Summer,2022/2023,Fortuna Sittard,inigo-cordoba97
4697,Edinson Cavani,35.0,0.0,Summer,2022/2023,Valencia,edinson-cavani87
4698,Samu Castillejo,27.0,0.0,Summer,2022/2023,Valencia,samu-castillejo95
4700,Hugo Duro,22.0,4000000.0,Summer,2022/2023,Valencia,hugo-duro99
4711,Diego López,40.0,0.0,Summer,2022/2023,Rayo Vallecano,diego-lopez81
4734,Andrés Martín,22.0,0.0,Summer,2022/2023,Rayo Vallecano,andres-martin99
4736,Florian Lejeune,31.0,0.0,Summer,2022/2023,Rayo Vallecano,florian-lejeune91
4742,Pep Chavarría,24.0,1800000.0,Summer,2022/2023,Rayo Vallecano,pep-chavarria98
4743,Loren Morón,28.0,0.0,Summer,2022/2023,Betis,loren-moron93
4748,Víctor Gómez,22.0,0.0,Summer,2022/2023,Braga,victor-gomez00
4750,Landry Dimata,24.0,0.0,Summer,2022/2023,NEC Nijmegen,landry-dimata97
4755,Johan Mojica,30.0,5500000.0,Summer,2022/2023,Villarreal,johan-mojica92
4758,Carles Pérez,24.0,1000000.0,Summer,2022/2023,Celta Vigo,carles-perez98
4759,Agustín Marchesín,34.0,1000000.0,Summer,2022/2023,Celta Vigo,agustin-marchesin88
4760,Julen Lobete,21.0,1000000.0,Summer,2022/2023,Celta Vigo,julen-lobete00
4761,Luca de la Torre,24.0,2000000.0,Summer,2022/2023,Celta Vigo,luca-de-la-torre98
4762,Williot Swedberg,18.0,5000000.0,Summer,2022/2023,Celta Vigo,williot-swedberg04
4765,Lucas Olaza,27.0,0.0,Summer,2022/2023,Valladolid,lucas-olaza94
4766,Kike Pérez,25.0,0.0,Summer,2022/2023,Valladolid,kike-perez97
4777,Unai Núñez,25.0,0.0,Summer,2022/2023,Celta Vigo,unai-nunez97
4780,Jeison Murillo,30.0,0.0,Summer,2022/2023,Sampdoria,jeison-murillo92
4783,Rubén Blanco,26.0,0.0,Summer,2022/2023,Marseille,ruben-blanco95
4785,Miguel Baeza,22.0,0.0,Summer,2022/2023,Rio Ave,miguel-baeza00
4788,José Fontán,22.0,0.0,Summer,2022/2023,Go Ahead Eag,jose-fontan00
4795,Iván Villar,24.0,0.0,Summer,2022/2023,Celta Vigo,ivan-villar97
4799,Rubén Peña,30.0,0.0,Summer,2022/2023,Osasuna,ruben-pena91
4800,Sergio Asenjo,33.0,0.0,Summer,2022/2023,Valladolid,sergio-asenjo89
4801,José Pozo,26.0,0.0,Summer,2022/2023,Rayo Vallecano,jose-pozo96
4806,Iván Romero,21.0,0.0,Summer,2022/2023,Sevilla,ivan-romero01
4808,Alex Telles,29.0,0.0,Summer,2022/2023,Sevilla,alex-telles92
4810,Adnan Januzaj,27.0,0.0,Summer,2022/2023,Sevilla,adnan-januzaj95
4811,Marcão,26.0,12000000.0,Summer,2022/2023,Sevilla,marcao96
4814,Adama Traoré,26.0,0.0,Summer,2022/2023,Wolves,adama-traore96
4817,Samuel Umtiti,28.0,0.0,Summer,2022/2023,Lecce,samuel-umtiti93
4818,Sergiño Dest,21.0,0.0,Summer,2022/2023,Milan,sergino-dest00
4820,Clément Lenglet,27.0,0.0,Summer,2022/2023,Tottenham,clement-lenglet95
4824,Óscar Mingueza,23.0,0.0,Summer,2022/2023,Celta Vigo,oscar-mingueza99
4827,Nehuén Pérez,22.0,0.0,Summer,2022/2023,Atlético Madrid,nehuen-perez00
4828,Sergio Reguilón,25.0,0.0,Summer,2022/2023,Atlético Madrid,sergio-reguilon96
4830,Samuel Lino,22.0,6500000.0,Summer,2022/2023,Atlético Madrid,samuel-lino99
4832,Anthony Martial,26.0,0.0,Summer,2022/2023,Manchester Utd,anthony-martial95
4834,Oussama Idrissi,26.0,0.0,Summer,2022/2023,Feyenoord,oussama-idrissi96
4840,Ludwig Augustinsson,28.0,500000.0,Summer,2022/2023,Aston Villa,ludwig-augustinsson94
4843,Lucas Ocampos,28.0,4000000.0,Summer,2022/2023,Ajax,lucas-ocampos94
4850,Luka Jović,24.0,0.0,Summer,2022/2023,Fiorentina,luka-jovic97
4851,Isco,30.0,0.0,Summer,2022/2023,Sevilla,isco92
4853,Víctor Chust,22.0,1000000.0,Summer,2022/2023,Cádiz,victor-chust00
4854,Miguel Gutiérrez,21.0,4000000.0,Summer,2022/2023,Girona,miguel-gutierrez01
4855,Takefusa Kubo,21.0,6500000.0,Summer,2022/2023,Real Sociedad,takefusa-kubo01
4862,Álvaro Odriozola,26.0,0.0,Summer,2022/2023,Real Madrid,alvaro-odriozola95
4866,Antonio Rüdiger,29.0,0.0,Summer,2022/2023,Real Madrid,antonio-rudiger93
4869,Raphinha,25.0,58000000.0,Summer,2022/2023,Barcelona,raphinha96
4870,Neto,33.0,0.0,Summer,2022/2023,Bournemouth,neto89
4871,Jules Koundé,23.0,50000000.0,Summer,2022/2023,Barcelona,jules-kounde98
4872,Martin Braithwaite,31.0,0.0,Summer,2022/2023,Espanyol,martin-braithwaite91
4876,Pierre-Emerick Aubameyang,33.0,12000000.0,Summer,2022/2023,Chelsea,pierre-emerick-aubameyang89
4880,Álex Collado,23.0,0.0,Summer,2022/2023,Barcelona,alex-collado99
4883,Iñaki Peña,23.0,0.0,Summer,2022/2023,Barcelona,inaki-pena99
4886,Franck Kessié,25.0,0.0,Summer,2022/2023,Barcelona,franck-kessie96
4887,Andreas Christensen,26.0,0.0,Summer,2022/2023,Barcelona,andreas-christensen96
4889,Marcos Alonso,31.0,0.0,Summer,2022/2023,Barcelona,marcos-alonso90
4890,Robert Lewandowski,33.0,45000000.0,Summer,2022/2023,Barcelona,robert-lewandowski88
4895,Joel Robles,32.0,0.0,Summer,2022/2023,Leeds United,joel-robles90
4915,Diego Lainez,22.0,0.0,Summer,2022/2023,Braga,diego-lainez00
4920,Moi Gómez,28.0,1800000.0,Summer,2022/2023,Osasuna,moi-gomez94
4923,Xavi Quintillà,25.0,0.0,Summer,2022/2023,Villarreal,xavi-quintilla96
4924,Jorge Cuenca,22.0,0.0,Summer,2022/2023,Villarreal,jorge-cuenca99
4928,Álex Millán,22.0,0.0,Summer,2022/2023,Villarreal,alex-millan99
4929,Nicolas Jackson,21.0,0.0,Summer,2022/2023,Villarreal,nicolas-jackson01
4930,Giovani Lo Celso,26.0,0.0,Summer,2022/2023,Villarreal,giovani-lo-celso96
4931,José Luis Morales,34.0,0.0,Summer,2022/2023,Villarreal,jose-luis-morales87
4932,Pepe Reina,39.0,0.0,Summer,2022/2023,Villarreal,pepe-reina82
4933,Kiko Femenía,31.0,980000.0,Summer,2022/2023,Villarreal,kiko-femenia91
4939,Ivo Grbic,26.0,0.0,Summer,2022/2023,Atlético Madrid,ivo-grbic96
4953,Álvaro Morata,29.0,0.0,Summer,2022/2023,Atlético Madrid,alvaro-morata92
4954,Saúl Ñíguez,27.0,0.0,Summer,2022/2023,Atlético Madrid,saul-niguez94
4956,Sergio Camello,21.0,0.0,Summer,2022/2023,Atlético Madrid,sergio-camello01
4962,Willian José,30.0,10000000.0,Summer,2022/2023,Betis,willian-jose91
4964,Alexander Isak,22.0,70000000.0,Summer,2022/2023,Newcastle Utd,alexander-isak99
4972,Álex Sola,23.0,0.0,Summer,2022/2023,Real Sociedad,alex-sola99
4974,Beñat Turrientes,20.0,0.0,Summer,2022/2023,Real Sociedad,benat-turrientes02
4975,Robert Navarro,20.0,0.0,Summer,2022/2023,Real Sociedad,roberto-navarro02
4976,Jon Pacheco,21.0,0.0,Summer,2022/2023,Real Sociedad,jon-pacheco01
4977,Alexander Sörloth,26.0,1500000.0,Summer,2022/2023,Real Sociedad,alexander-sorloth95
4980,Brais Méndez,25.0,14000000.0,Summer,2022/2023,Real Sociedad,brais-mendez97
4981,Umar Sadiq,25.0,20000000.0,Summer,2022/2023,Real Sociedad,umar-sadiq97
4988,Bryan Gil,21.0,0.0,Winter,2022/2023,Sevilla,bryan-gil01
4992,Héctor Bellerín,27.0,1000000.0,Winter,2022/2023,Sporting CP,hector-bellerin95
4993,Memphis Depay,28.0,3000000.0,Winter,2022/2023,Atlético Madrid,memphis94
4997,Pol Lozano,22.0,0.0,Summer,2022/2023,Espanyol,pol-lozano99
4998,Álex Baena,20.0,0.0,Summer,2022/2023,Villarreal,alex-baena01
5006,Kike Salas,20.0,0.0,Winter,2022/2023,Sevilla,kike-salas02
5015,Matheus Cunha,23.0,0.0,Winter,2022/2023,Wolves,matheus-cunha99
5016,Felipe,33.0,2300000.0,Winter,2022/2023,Nott'ham Forest,felipe89
5019,Pablo Barrios,19.0,0.0,Winter,2022/2023,Atlético Madrid,pablo-barrios03
5020,Matt Doherty,31.0,0.0,Winter,2022/2023,Atlético Madrid,matt-doherty92
5038,Saidy Janko,26.0,0.0,Summer,2022/2023,Bochum,saidy-janko95
5052,Jon Morcillo,23.0,0.0,Summer,2022/2023,Athletic Club,jon-morcillo98
5063,Yan Couto,20.0,0.0,Summer,2022/2023,Girona,yan-couto02
5064,Rodrigo Riquelme,22.0,0.0,Summer,2022/2023,Girona,rodrigo-riquelme00
5065,Yangel Herrera,24.0,0.0,Summer,2022/2023,Girona,yangel-herrera98
5066,Paulo Gazzaniga,30.0,0.0,Summer,2022/2023,Girona,paulo-gazzaniga92
5067,Oriol Romeu,30.0,0.0,Summer,2022/2023,Girona,oriol-romeu91
5069,Manu Vallejo,25.0,0.0,Summer,2022/2023,Girona,manu-vallejo97
5071,Toni Villa,27.0,0.0,Summer,2022/2023,Girona,toni-villa95
5072,David López,32.0,0.0,Summer,2022/2023,Girona,david-lopez89
5073,Javi Hernández,24.0,500000.0,Summer,2022/2023,Girona,javi-hernandez98
5079,Diego Mariño,32.0,0.0,Winter,2022/2023,Almería,diego-marino90
5087,Jorge Meré,25.0,0.0,Winter,2022/2023,Cádiz,jorge-mere97
5089,Gonzalo Escalante,29.0,0.0,Winter,2022/2023,Cádiz,gonzalo-escalante93
5090,Youba Diarra,24.0,1100000.0,Winter,2022/2023,Cádiz,youba-diarra98
5091,Chris Ramos,26.0,1500000.0,Winter,2022/2023,Cádiz,chris-ramos97
5101,Fernando Pacheco,30.0,2200000.0,Winter,2022/2023,Espanyol,fernando-pacheco92
5105,Alexander Callens,30.0,0.0,Winter,2022/2023,Girona,alexander-callens92
5106,Viktor Tsygankov,25.0,5000000.0,Winter,2022/2023,Girona,viktor-tsyhankov97
5113,Cyle Larin,27.0,0.0,Winter,2022/2023,Valladolid,cyle-larin95
5114,Darwin Machís,29.0,0.0,Winter,2022/2023,Valladolid,darwin-machis93
5115,Selim Amallah,26.0,1000000.0,Winter,2022/2023,Valladolid,selim-amallah96
5121,Dennis Hadzikadunic,24.0,0.0,Winter,2022/2023,Mallorca,dennis-hadzikadunic98
5122,Manu Morlanes,24.0,0.0,Winter,2022/2023,Mallorca,manu-morlanes99
5126,Pape Cheikh,25.0,0.0,Winter,2022/2023,Elche,pape-cheikh-diop97
5128,Lisandro Magallán,29.0,0.0,Winter,2022/2023,Elche,lisandro-magallan93
5141,Gerónimo Rulli,30.0,8000000.0,Winter,2022/2023,Ajax,geronimo-rulli92
5143,Filip Jörgensen,20.0,0.0,Winter,2022/2023,Villarreal,filip-jorgensen02
5163,Denis Suárez,29.0,0.0,Winter,2022/2023,Espanyol,denis-suarez94
5166,Haris Seferovic,30.0,0.0,Winter,2022/2023,Celta Vigo,haris-seferovic92
