Player_URL,Player,Player1,Player_URL2,Player3,Player4,Player5,Apps,Mins,Goals,Assists,Yel,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/442507/Show/Hojimat-Erkinov,	221,Hojimat Erkinov,https://www.whoscored.com/Teams/849/Show/Russia-Torpedo-Moscow,"Torpedo Moscow, ",22,",  AM(L)  ",13(7),1200	,-	,1	,4	,0.6	,79.7	,0.3	,-	,6.36
https://www.whoscored.com/Players/346517/Show/Yuri-Kovalev,	222,Yuri Kovalev,https://www.whoscored.com/Teams/5460/Show/Russia-FC-Orenburg,"FC Orenburg, ",31,",  M(LR)  ",9(11),817	,2	,1	,-	,0.7	,66	,0.4	,-	,6.36
https://www.whoscored.com/Players/442557/Show/Vasili-Cherov,	223,Vasili Cherov,https://www.whoscored.com/Teams/1001/Show/Russia-Fakel,"Fakel, ",28,",  D(CR),M(R)  ",14(11),1323	,-	,3	,2	,0.3	,63	,0.6	,-	,6.36
https://www.whoscored.com/Players/360664/Show/Gamid-Agalarov,	224,Gamid Agalarov,https://www.whoscored.com/Teams/2407/Show/Russia-FK-Akhmat,"FK Akhmat, ",23,",  FW  ",8(14),878	,3	,1	,3	,0.9	,57.1	,1.2	,-	,6.36
https://www.whoscored.com/Players/419901/Show/Yaroslav-Gladyshev,	225,Yaroslav Gladyshev,https://www.whoscored.com/Teams/846/Show/Russia-Dinamo-Moscow,"Dinamo Moscow, ",20,",  AM(R)  ",7(19),918	,5	,1	,3	,0.9	,76.1	,0.1	,-	,6.35
https://www.whoscored.com/Players/379242/Show/Danila-Prokhin,	226,Danila Prokhin,https://www.whoscored.com/Teams/562/Show/Russia-FC-Rostov,"FC Rostov, ",22,",  D(C)  ",11(8),1066	,1	,-	,2	,0.3	,77	,1.6	,-	,6.34
https://www.whoscored.com/Players/243786/Show/Aleksandr-Zuev,	227,Aleksandr Zuev,https://www.whoscored.com/Teams/2059/Show/Russia-Khimki,"Khimki, ",27,",  D(LR),M(CLR)  ",10(4),923	,-	,-	,-	,1	,77.1	,0.7	,-	,6.34
https://www.whoscored.com/Players/420373/Show/Dmitri-Tsypchenko,	228,Dmitri Tsypchenko,https://www.whoscored.com/Teams/997/Show/Russia-Krylya-Sovetov-Samara,"Krylya Sovetov Samara, ",24,",  FW  ",13(11),1140	,3	,-	,2	,1.5	,73.4	,1	,1	,6.33
https://www.whoscored.com/Players/442504/Show/Artem-Samsonov,	229,Artem Samsonov,https://www.whoscored.com/Teams/849/Show/Russia-Torpedo-Moscow,"Torpedo Moscow, ",35,",  D(L)  ",20(2),1751	,-	,1	,8	,0.7	,66.6	,0.7	,-	,6.32
https://www.whoscored.com/Players/442559/Show/Oleg-Dmitriev,	230,Oleg Dmitriev,https://www.whoscored.com/Teams/1001/Show/Russia-Fakel,"Fakel, ",28,",  M(C)  ",12(4),863	,-	,1	,3	,0.8	,77.2	,0.5	,-	,6.32
https://www.whoscored.com/Players/28498/Show/Denis-Glushakov,	231,Denis Glushakov,https://www.whoscored.com/Teams/2059/Show/Russia-Khimki,"Khimki, ",37,",  M(CL)  ",13(1),1025	,-	,1	,2	,1.1	,78.2	,0.6	,-	,6.32
https://www.whoscored.com/Players/428464/Show/Vladislav-Shitov,	232,Vladislav Shitov,https://www.whoscored.com/Teams/997/Show/Russia-Krylya-Sovetov-Samara,"Krylya Sovetov Samara, ",20,",  FW  ",5(18),707	,2	,1	,1	,0.9	,68.5	,0.3	,-	,6.31
https://www.whoscored.com/Players/360679/Show/Aleksey-Sutormin,	233,Aleksey Sutormin,https://www.whoscored.com/Teams/560/Show/Russia-Zenit,"Zenit, ",30,",  D(R),M(CLR),FW  ",5(9),488	,-	,-	,2	,0.2	,85.5	,0.1	,-	,6.31
https://www.whoscored.com/Players/334589/Show/Ayaz-Guliev,	234,Ayaz Guliev,https://www.whoscored.com/Teams/2059/Show/Russia-Khimki,"Khimki, ",27,",  M(C)  ",16(3),1425	,-	,1	,4	,1.1	,81.5	,0.2	,-	,6.31
https://www.whoscored.com/Players/26765/Show/Igor-Smolnikov,	235,Igor Smolnikov,https://www.whoscored.com/Teams/849/Show/Russia-Torpedo-Moscow,"Torpedo Moscow, ",35,",  D(LR),M(R)  ",15(1),1305	,1	,1	,2	,0.4	,79.7	,0.4	,-	,6.30
https://www.whoscored.com/Players/442560/Show/Maksim-Maksimov,	236,Maksim Maksimov,https://www.whoscored.com/Teams/1001/Show/Russia-Fakel,"Fakel, ",28,",  FW  ",9(15),895	,4	,-	,3	,1.2	,62.2	,0.9	,-	,6.30
https://www.whoscored.com/Players/422934/Show/Daniil-Kornyushin,	237,Daniil Kornyushin,https://www.whoscored.com/Teams/23722/Show/Russia-Nizhny-Novgorod,"Nizhny Novgorod, ",22,",  D(R),M(R)  ",11(3),912	,-	,-	,4	,0.4	,62.2	,1.1	,-	,6.30
https://www.whoscored.com/Players/346765/Show/Roman-Tugarev,	238,Roman Tugarev,https://www.whoscored.com/Teams/562/Show/Russia-FC-Rostov,"FC Rostov, ",25,",  AM(LR)  ",17(7),1355	,1	,-	,3	,1	,72.3	,0.3	,-	,6.30
https://www.whoscored.com/Players/296053/Show/Zelimkhan-Bakaev,	239,Zelimkhan Bakaev,https://www.whoscored.com/Teams/560/Show/Russia-Zenit,"Zenit, ",27,",  AM(CLR),FW  ",1(16),308	,1	,-	,-	,0.8	,79.6	,0.2	,-	,6.30
https://www.whoscored.com/Players/26106/Show/Aleksandr-Ryazantsev,	240,Aleksandr Ryazantsev,https://www.whoscored.com/Teams/849/Show/Russia-Torpedo-Moscow,"Torpedo Moscow, ",37,",  M(CLR)  ",9(7),891	,-	,1	,-	,1.1	,79.1	,0.5	,-	,6.28
